state,county,candidate,party,total_votes,won,Vote_Share_Of_Each_Party,"Vote_Share_Scale_(0:Dem,1:Rep)"
Texas,Guadalupe County,Donald Trump,REP,47553,TRUE,0.622763823,0.622763823
Texas,Hale County,Donald Trump,REP,7177,TRUE,0.758989002,0.758989002
Texas,Hall County,Donald Trump,REP,995,TRUE,0.855546002,0.855546002
Texas,Hamilton County,Donald Trump,REP,3616,TRUE,0.849424477,0.849424477
Texas,Hansford County,Donald Trump,REP,1849,TRUE,0.917617866,0.917617866
Texas,Hardeman County,Donald Trump,REP,1330,TRUE,0.846594526,0.846594526
Texas,Hardin County,Donald Trump,REP,23858,TRUE,0.872896239,0.872896239
Texas,Harris County,Joe Biden,DEM,918193,TRUE,0.567197896,0.432802104
Texas,Harrison County,Donald Trump,REP,21466,TRUE,0.730782325,0.730782325
Texas,Hartley County,Donald Trump,REP,1868,TRUE,0.90547746,0.90547746
Texas,Haskell County,Donald Trump,REP,1840,TRUE,0.839033288,0.839033288
Texas,Hays County,Joe Biden,DEM,59524,TRUE,0.555240476,0.444759524
Texas,Hemphill County,Donald Trump,REP,1486,TRUE,0.878250591,0.878250591
Texas,Henderson County,Donald Trump,REP,28911,TRUE,0.803730783,0.803730783
Texas,Hidalgo County,Joe Biden,DEM,128199,TRUE,0.586116877,0.413883123
Texas,Hill County,Donald Trump,REP,11926,TRUE,0.806573786,0.806573786
Texas,Hockley County,Donald Trump,REP,6536,TRUE,0.815165877,0.815165877
Texas,Hood County,Donald Trump,REP,26496,TRUE,0.824290692,0.824290692
Texas,Hopkins County,Donald Trump,REP,12719,TRUE,0.806787187,0.806787187
Texas,Houston County,Donald Trump,REP,7060,TRUE,0.753147002,0.753147002
Texas,Howard County,Donald Trump,REP,8054,TRUE,0.795613948,0.795613948
Texas,Hudspeth County,Donald Trump,REP,779,TRUE,0.677391304,0.677391304
Texas,Hunt County,Donald Trump,REP,29163,TRUE,0.766056371,0.766056371
Texas,Hutchinson County,Donald Trump,REP,7681,TRUE,0.888387694,0.888387694
Texas,Irion County,Donald Trump,REP,759,TRUE,0.863481229,0.863481229
Texas,Jack County,Donald Trump,REP,3418,TRUE,0.911709789,0.911709789
Texas,Jackson County,Donald Trump,REP,5231,TRUE,0.8350894,0.8350894
Texas,Jasper County,Donald Trump,REP,12542,TRUE,0.80937016,0.80937016
Texas,Jeff Davis County,Donald Trump,REP,784,TRUE,0.610116732,0.610116732
Texas,Jefferson County,Donald Trump,REP,47570,TRUE,0.507993123,0.507993123
Texas,Jim Hogg County,Joe Biden,DEM,1197,TRUE,0.589655172,0.410344828
Texas,Jim Wells County,Donald Trump,REP,7453,TRUE,0.549145299,0.549145299
Texas,Johnson County,Donald Trump,REP,54628,TRUE,0.768412761,0.768412761
Texas,Jones County,Donald Trump,REP,5660,TRUE,0.849977474,0.849977474
Texas,Karnes County,Donald Trump,REP,3968,TRUE,0.762783545,0.762783545
Texas,Kaufman County,Donald Trump,REP,37624,TRUE,0.671509397,0.671509397
Texas,Kendall County,Donald Trump,REP,20083,TRUE,0.769375168,0.769375168
Texas,Kenedy County,Donald Trump,REP,127,TRUE,0.661458333,0.661458333
Texas,Kent County,Donald Trump,REP,411,TRUE,0.897379913,0.897379913
Texas,Kerr County,Donald Trump,REP,20879,TRUE,0.761923877,0.761923877
Texas,Kimble County,Donald Trump,REP,1987,TRUE,0.874944958,0.874944958
Texas,King County,Donald Trump,REP,151,TRUE,0.949685535,0.949685535
Texas,Kinney County,Donald Trump,REP,1144,TRUE,0.719496855,0.719496855
Texas,Kleberg County,Donald Trump,REP,5504,TRUE,0.50878166,0.50878166
Texas,Knox County,Donald Trump,REP,1180,TRUE,0.816608997,0.816608997
Texas,Lamar County,Donald Trump,REP,16760,TRUE,0.789895372,0.789895372
Texas,Lamb County,Donald Trump,REP,3521,TRUE,0.807383628,0.807383628
Texas,Lampasas County,Donald Trump,REP,8086,TRUE,0.790420332,0.790420332
Texas,La Salle County,Donald Trump,REP,1335,TRUE,0.55927943,0.55927943
Texas,Lavaca County,Donald Trump,REP,8804,TRUE,0.868501529,0.868501529
Texas,Lee County,Donald Trump,REP,6255,TRUE,0.781386633,0.781386633
Texas,Leon County,Donald Trump,REP,7523,TRUE,0.875276323,0.875276323
Texas,Liberty County,Donald Trump,REP,23302,TRUE,0.8011139,0.8011139
Texas,Limestone County,Donald Trump,REP,6789,TRUE,0.754165741,0.754165741
Texas,Lipscomb County,Donald Trump,REP,1205,TRUE,0.901946108,0.901946108
Texas,Live Oak County,Donald Trump,REP,4199,TRUE,0.836787565,0.836787565
Texas,Llano County,Donald Trump,REP,10079,TRUE,0.803491709,0.803491709
Texas,Loving County,Donald Trump,REP,60,TRUE,0.9375,0.9375
Texas,Lubbock County,Donald Trump,REP,78861,TRUE,0.66337758,0.66337758
Texas,Lynn County,Donald Trump,REP,1853,TRUE,0.812362999,0.812362999
Texas,McCulloch County,Donald Trump,REP,2904,TRUE,0.855627578,0.855627578
Texas,McLennan County,Donald Trump,REP,59543,TRUE,0.618750714,0.618750714
Texas,McMullen County,Donald Trump,REP,460,TRUE,0.89668616,0.89668616
Texas,Madison County,Donald Trump,REP,4169,TRUE,0.793037854,0.793037854
Texas,Marion County,Donald Trump,REP,3470,TRUE,0.721563735,0.721563735
Texas,Martin County,Donald Trump,REP,1857,TRUE,0.865734266,0.865734266
Texas,Mason County,Donald Trump,REP,1991,TRUE,0.813316993,0.813316993
Texas,Matagorda County,Donald Trump,REP,9845,TRUE,0.725069966,0.725069966
Texas,Maverick County,Joe Biden,DEM,8332,TRUE,0.547689476,0.452310524
Texas,Medina County,Donald Trump,REP,15642,TRUE,0.69783627,0.69783627
Texas,Menard County,Donald Trump,REP,823,TRUE,0.806862745,0.806862745
Texas,Midland County,Donald Trump,REP,45624,TRUE,0.787258641,0.787258641
Texas,Milam County,Donald Trump,REP,7984,TRUE,0.761832061,0.761832061
Texas,Mills County,Donald Trump,REP,2217,TRUE,0.89107717,0.89107717
Texas,Mitchell County,Donald Trump,REP,2170,TRUE,0.84534476,0.84534476
Texas,Montague County,Donald Trump,REP,8615,TRUE,0.887046952,0.887046952
Texas,Montgomery County,Donald Trump,REP,193382,TRUE,0.72222409,0.72222409
Texas,Moore County,Donald Trump,REP,4359,TRUE,0.804095185,0.804095185
Texas,Morris County,Donald Trump,REP,3872,TRUE,0.698790832,0.698790832
Texas,Motley County,Donald Trump,REP,604,TRUE,0.929230769,0.929230769
Texas,Nacogdoches County,Donald Trump,REP,17378,TRUE,0.658806581,0.658806581
Texas,Navarro County,Donald Trump,REP,13800,TRUE,0.730120099,0.730120099
Texas,Newton County,Donald Trump,REP,4882,TRUE,0.806275805,0.806275805
Texas,Nolan County,Donald Trump,REP,4131,TRUE,0.780464765,0.780464765
Texas,Nueces County,Donald Trump,REP,64617,TRUE,0.514704242,0.514704242
Texas,Ochiltree County,Donald Trump,REP,2812,TRUE,0.903018626,0.903018626
Texas,Oldham County,Donald Trump,REP,917,TRUE,0.918837675,0.918837675
Texas,Orange County,Donald Trump,REP,29186,TRUE,0.821146217,0.821146217
Texas,Palo Pinto County,Donald Trump,REP,10179,TRUE,0.823743627,0.823743627
Texas,Panola County,Donald Trump,REP,9326,TRUE,0.819291927,0.819291927
Texas,Parker County,Donald Trump,REP,62045,TRUE,0.826583358,0.826583358
Texas,Parmer County,Donald Trump,REP,2135,TRUE,0.813953488,0.813953488
Texas,Pecos County,Donald Trump,REP,3215,TRUE,0.699369154,0.699369154
Texas,Polk County,Donald Trump,REP,18573,TRUE,0.775166945,0.775166945
Texas,Potter County,Donald Trump,REP,22820,TRUE,0.696985431,0.696985431
Texas,Presidio County,Joe Biden,DEM,1463,TRUE,0.669871795,0.330128205
Texas,Rains County,Donald Trump,REP,5155,TRUE,0.859596465,0.859596465
Texas,Randall County,Donald Trump,REP,50796,TRUE,0.798704362,0.798704362
Texas,Reagan County,Donald Trump,REP,942,TRUE,0.845601436,0.845601436
Texas,Real County,Donald Trump,REP,1643,TRUE,0.836984208,0.836984208
Texas,Red River County,Donald Trump,REP,4517,TRUE,0.783793163,0.783793163
Texas,Reeves County,Donald Trump,REP,2254,TRUE,0.61770348,0.61770348
Texas,Refugio County,Donald Trump,REP,2210,TRUE,0.666063894,0.666063894
Texas,Roberts County,Donald Trump,REP,529,TRUE,0.968864469,0.968864469
Texas,Robertson County,Donald Trump,REP,5646,TRUE,0.703990025,0.703990025
Texas,Rockwall County,Donald Trump,REP,36726,TRUE,0.691143814,0.691143814
Texas,Runnels County,Donald Trump,REP,3807,TRUE,0.873365451,0.873365451
Texas,Rusk County,Donald Trump,REP,16534,TRUE,0.781269196,0.781269196
Texas,Sabine County,Donald Trump,REP,4784,TRUE,0.877315239,0.877315239
Texas,San Augustine County,Donald Trump,REP,3007,TRUE,0.754201154,0.754201154
Texas,San Jacinto County,Donald Trump,REP,10161,TRUE,0.813010082,0.813010082
Texas,San Patricio County,Donald Trump,REP,16516,TRUE,0.647584693,0.647584693
Texas,San Saba County,Donald Trump,REP,2308,TRUE,0.889402697,0.889402697
Texas,Schleicher County,Donald Trump,REP,940,TRUE,0.816681147,0.816681147
Texas,Scurry County,Donald Trump,REP,4983,TRUE,0.858989829,0.858989829
Texas,Shackelford County,Donald Trump,REP,1484,TRUE,0.919454771,0.919454771
Texas,Shelby County,Donald Trump,REP,7975,TRUE,0.794085433,0.794085433
Texas,Sherman County,Donald Trump,REP,886,TRUE,0.906857728,0.906857728
Texas,Smith County,Donald Trump,REP,69080,TRUE,0.699934141,0.699934141
Texas,Somervell County,Donald Trump,REP,4105,TRUE,0.842396881,0.842396881
Texas,Starr County,Joe Biden,DEM,9123,TRUE,0.525215889,0.474784111
Texas,Stephens County,Donald Trump,REP,3385,TRUE,0.895029085,0.895029085
Texas,Sterling County,Donald Trump,REP,584,TRUE,0.919685039,0.919685039
Texas,Stonewall County,Donald Trump,REP,615,TRUE,0.841313269,0.841313269
Texas,Sutton County,Donald Trump,REP,1222,TRUE,0.791450777,0.791450777
Texas,Swisher County,Donald Trump,REP,1845,TRUE,0.794231597,0.794231597
Texas,Tarrant County,Joe Biden,DEM,411567,TRUE,0.501111641,0.498888359
Texas,Taylor County,Donald Trump,REP,39547,TRUE,0.730525538,0.730525538
Texas,Terrell County,Donald Trump,REP,334,TRUE,0.737306843,0.737306843
Texas,Terry County,Donald Trump,REP,2812,TRUE,0.787895769,0.787895769
Texas,Throckmorton County,Donald Trump,REP,806,TRUE,0.907657658,0.907657658
Texas,Titus County,Donald Trump,REP,7570,TRUE,0.726069442,0.726069442
Texas,Tom Green County,Donald Trump,REP,32313,TRUE,0.725287305,0.725287305
Texas,Travis County,Joe Biden,DEM,435860,TRUE,0.729842916,0.270157084
Texas,Trinity County,Donald Trump,REP,5579,TRUE,0.80831643,0.80831643
Texas,Tyler County,Donald Trump,REP,8194,TRUE,0.853808482,0.853808482
Texas,Upshur County,Donald Trump,REP,15809,TRUE,0.846034464,0.846034464
Texas,Upton County,Donald Trump,REP,1178,TRUE,0.87388724,0.87388724
Texas,Uvalde County,Donald Trump,REP,6174,TRUE,0.60251781,0.60251781
Texas,Val Verde County,Donald Trump,REP,8284,TRUE,0.550249087,0.550249087
Texas,Van Zandt County,Donald Trump,REP,22270,TRUE,0.86364694,0.86364694
Texas,Victoria County,Donald Trump,REP,23358,TRUE,0.692335052,0.692335052
Texas,Walker County,Donald Trump,REP,15375,TRUE,0.661034438,0.661034438
Texas,Waller County,Donald Trump,REP,14260,TRUE,0.635161017,0.635161017
Texas,Ward County,Donald Trump,REP,3241,TRUE,0.809238452,0.809238452
Texas,Washington County,Donald Trump,REP,12959,TRUE,0.752555168,0.752555168
Texas,Webb County,Joe Biden,DEM,41820,TRUE,0.617561062,0.382438938
Texas,Wharton County,Donald Trump,REP,11926,TRUE,0.717569194,0.717569194
Texas,Wheeler County,Donald Trump,REP,2159,TRUE,0.92780404,0.92780404
Texas,Wichita County,Donald Trump,REP,32069,TRUE,0.709020562,0.709020562
Texas,Wilbarger County,Donald Trump,REP,3524,TRUE,0.786607143,0.786607143
Texas,Willacy County,Joe Biden,DEM,3108,TRUE,0.560100919,0.439899081
Texas,Williamson County,Joe Biden,DEM,143795,TRUE,0.507170469,0.492829531
Texas,Wilson County,Donald Trump,REP,18463,TRUE,0.744085761,0.744085761
Texas,Winkler County,Donald Trump,REP,1753,TRUE,0.830412127,0.830412127
Texas,Wise County,Donald Trump,REP,27032,TRUE,0.844618028,0.844618028
Texas,Wood County,Donald Trump,REP,19049,TRUE,0.84444543,0.84444543
Texas,Yoakum County,Donald Trump,REP,2174,TRUE,0.838087895,0.838087895
Texas,Young County,Donald Trump,REP,7110,TRUE,0.873035363,0.873035363
Texas,Zapata County,Donald Trump,REP,2033,TRUE,0.52682042,0.52682042
Texas,Zavala County,Joe Biden,DEM,2864,TRUE,0.657785944,0.342214056
Utah,Beaver County,Donald Trump,REP,2695,TRUE,0.883027523,0.883027523
Utah,Box Elder County,Donald Trump,REP,21548,TRUE,0.82810038,0.82810038
Utah,Cache County,Donald Trump,REP,38032,TRUE,0.695512234,0.695512234
Utah,Carbon County,Donald Trump,REP,6693,TRUE,0.736708861,0.736708861
Utah,Daggett County,Donald Trump,REP,496,TRUE,0.817133443,0.817133443
Utah,Davis County,Donald Trump,REP,104135,TRUE,0.644615156,0.644615156
Utah,Duchesne County,Donald Trump,REP,7513,TRUE,0.899114409,0.899114409
Utah,Emery County,Donald Trump,REP,4207,TRUE,0.880309688,0.880309688
Utah,Garfield County,Donald Trump,REP,2158,TRUE,0.807634731,0.807634731
Utah,Grand County,Joe Biden,DEM,2806,TRUE,0.555203799,0.444796201
Utah,Iron County,Donald Trump,REP,18989,TRUE,0.795150957,0.795150957
Utah,Juab County,Donald Trump,REP,5087,TRUE,0.887473831,0.887473831
Utah,Kane County,Donald Trump,REP,2998,TRUE,0.734623867,0.734623867
Utah,Millard County,Donald Trump,REP,5404,TRUE,0.896483079,0.896483079
Utah,Morgan County,Donald Trump,REP,5181,TRUE,0.826711345,0.826711345
Utah,Piute County,Donald Trump,REP,773,TRUE,0.899883586,0.899883586
Utah,Rich County,Donald Trump,REP,1157,TRUE,0.865370232,0.865370232
Utah,Salt Lake County,Joe Biden,DEM,289906,TRUE,0.557425781,0.442574219
Utah,San Juan County,Donald Trump,REP,3535,TRUE,0.531738869,0.531738869
Utah,Sanpete County,Donald Trump,REP,10459,TRUE,0.853586877,0.853586877
Utah,Sevier County,Donald Trump,REP,9052,TRUE,0.893054459,0.893054459
Utah,Summit County,Joe Biden,DEM,15244,TRUE,0.597897709,0.402102291
Utah,Tooele County,Donald Trump,REP,21014,TRUE,0.70147211,0.70147211
Utah,Uintah County,Donald Trump,REP,13261,TRUE,0.888568748,0.888568748
Utah,Utah County,Donald Trump,REP,192812,TRUE,0.717186483,0.717186483
Utah,Wasatch County,Donald Trump,REP,10795,TRUE,0.635673066,0.635673066
Utah,Washington County,Donald Trump,REP,67294,TRUE,0.766237019,0.766237019
Utah,Wayne County,Donald Trump,REP,1229,TRUE,0.771016311,0.771016311
Utah,Weber County,Donald Trump,REP,65949,TRUE,0.618403286,0.618403286
Vermont,Jamaica,Joe Biden,DEM,406,TRUE,0.731531532,0.268468468
Vermont,Jay,Joe Biden,DEM,144,TRUE,0.508833922,0.491166078
Vermont,Jericho,Joe Biden,DEM,2657,TRUE,0.745929253,0.254070747
Vermont,Johnson,Joe Biden,DEM,994,TRUE,0.653088042,0.346911958
Vermont,Kirby,Joe Biden,DEM,190,TRUE,0.595611285,0.404388715
Vermont,Landgrove,Joe Biden,DEM,114,TRUE,0.863636364,0.136363636
Vermont,Leicester,Joe Biden,DEM,296,TRUE,0.562737643,0.437262357
Vermont,Lemington,Joe Biden,DEM,25,TRUE,0.520833333,0.479166667
Vermont,Lincoln,Joe Biden,DEM,723,TRUE,0.774089936,0.225910064
Vermont,Londonderry,Joe Biden,DEM,744,TRUE,0.681943171,0.318056829
Vermont,Barnet,Joe Biden,DEM,624,TRUE,0.588124411,0.411875589
Vermont,Lowell,Donald Trump,REP,273,TRUE,0.575949367,0.575949367
Vermont,Ludlow,Joe Biden,DEM,718,TRUE,0.602854744,0.397145256
Vermont,Lunenburg,Donald Trump,REP,366,TRUE,0.600985222,0.600985222
Vermont,Lyndon,Joe Biden,DEM,1207,TRUE,0.515151515,0.484848485
Vermont,Maidstone,Donald Trump,REP,74,TRUE,0.524822695,0.524822695
Vermont,Manchester,Joe Biden,DEM,1985,TRUE,0.730585204,0.269414796
Vermont,Marlboro,Joe Biden,DEM,528,TRUE,0.848874598,0.151125402
Vermont,Marshfield,Joe Biden,DEM,586,TRUE,0.635574837,0.364425163
Vermont,Mendon,Joe Biden,DEM,445,TRUE,0.58629776,0.41370224
Vermont,Middlebury,Joe Biden,DEM,3479,TRUE,0.826169556,0.173830444
Vermont,Barre,Joe Biden,DEM,2380,TRUE,0.64709081,0.35290919
Vermont,Middlesex,Joe Biden,DEM,977,TRUE,0.808774834,0.191225166
Vermont,Middletown Springs,Joe Biden,DEM,308,TRUE,0.577861163,0.422138837
Vermont,Milton,Joe Biden,DEM,3344,TRUE,0.561450638,0.438549362
Vermont,Monkton,Joe Biden,DEM,960,TRUE,0.708487085,0.291512915
Vermont,Montgomery,Joe Biden,DEM,449,TRUE,0.617606602,0.382393398
Vermont,Montpelier,Joe Biden,DEM,4576,TRUE,0.907216495,0.092783505
Vermont,Moretown,Joe Biden,DEM,926,TRUE,0.80591819,0.19408181
Vermont,Morgan,Donald Trump,REP,218,TRUE,0.558974359,0.558974359
Vermont,Morristown,Joe Biden,DEM,2256,TRUE,0.730333441,0.269666559
Vermont,Mount Holly,Joe Biden,DEM,452,TRUE,0.546553809,0.453446191
Vermont,Barre Town,Joe Biden,DEM,2512,TRUE,0.545494028,0.454505972
Vermont,Mount Tabor,Donald Trump,REP,56,TRUE,0.504504505,0.504504505
Vermont,Newark,Joe Biden,DEM,169,TRUE,0.515243902,0.484756098
Vermont,Newbury,Joe Biden,DEM,682,TRUE,0.581911263,0.418088737
Vermont,Newfane,Joe Biden,DEM,842,TRUE,0.76337262,0.23662738
Vermont,New Haven,Joe Biden,DEM,732,TRUE,0.64893617,0.35106383
Vermont,Newport,Joe Biden,DEM,1033,TRUE,0.577094972,0.422905028
Vermont,Newport Town,Donald Trump,REP,415,TRUE,0.548941799,0.548941799
Vermont,Northfield,Joe Biden,DEM,1508,TRUE,0.643070362,0.356929638
Vermont,North Hero,Joe Biden,DEM,430,TRUE,0.632352941,0.367647059
Vermont,Norton,Donald Trump,REP,62,TRUE,0.58490566,0.58490566
Vermont,Barton,Joe Biden,DEM,687,TRUE,0.546539379,0.453460621
Vermont,Norwich,Joe Biden,DEM,2316,TRUE,0.916501781,0.083498219
Vermont,Orange,Donald Trump,REP,324,TRUE,0.553846154,0.553846154
Vermont,Orwell,Joe Biden,DEM,367,TRUE,0.511142061,0.488857939
Vermont,Panton,Joe Biden,DEM,271,TRUE,0.664215686,0.335784314
Vermont,Pawlet,Joe Biden,DEM,496,TRUE,0.573410405,0.426589595
Vermont,Peacham,Joe Biden,DEM,357,TRUE,0.71686747,0.28313253
Vermont,Peru,Joe Biden,DEM,218,TRUE,0.75432526,0.24567474
Vermont,Pittsfield,Joe Biden,DEM,206,TRUE,0.63190184,0.36809816
Vermont,Pittsford,Joe Biden,DEM,896,TRUE,0.533333333,0.466666667
Vermont,Plainfield,Joe Biden,DEM,606,TRUE,0.784974093,0.215025907
Vermont,Belvidere,Donald Trump,REP,93,TRUE,0.540697674,0.540697674
Vermont,Plymouth,Joe Biden,DEM,251,TRUE,0.707042254,0.292957746
Vermont,Pomfret,Joe Biden,DEM,509,TRUE,0.777099237,0.222900763
Vermont,Poultney,Joe Biden,DEM,844,TRUE,0.527829894,0.472170106
Vermont,Pownal,Joe Biden,DEM,892,TRUE,0.517701683,0.482298317
Vermont,Proctor,Joe Biden,DEM,534,TRUE,0.576673866,0.423326134
Vermont,Putney,Joe Biden,DEM,1234,TRUE,0.840027229,0.159972771
Vermont,Randolph,Joe Biden,DEM,1685,TRUE,0.677795656,0.322204344
Vermont,Reading,Joe Biden,DEM,312,TRUE,0.722222222,0.277777778
Vermont,Readsboro,Donald Trump,REP,212,TRUE,0.510843373,0.510843373
Vermont,Richford,Donald Trump,REP,478,TRUE,0.524122807,0.524122807
Vermont,Bennington,Joe Biden,DEM,4369,TRUE,0.638555978,0.361444022
Vermont,Richmond,Joe Biden,DEM,2287,TRUE,0.799930045,0.200069955
Vermont,Ripton,Joe Biden,DEM,280,TRUE,0.786516854,0.213483146
Vermont,Rochester,Joe Biden,DEM,526,TRUE,0.741889986,0.258110014
Vermont,Rockingham,Joe Biden,DEM,1703,TRUE,0.703428335,0.296571665
Vermont,Roxbury,Joe Biden,DEM,281,TRUE,0.677108434,0.322891566
Vermont,Royalton,Joe Biden,DEM,930,TRUE,0.654008439,0.345991561
Vermont,Rupert,Joe Biden,DEM,269,TRUE,0.635933806,0.364066194
Vermont,Rutland,Joe Biden,DEM,4679,TRUE,0.607268008,0.392731992
Vermont,Rutland Town,Joe Biden,DEM,1376,TRUE,0.569772257,0.430227743
Vermont,Ryegate,Joe Biden,DEM,329,TRUE,0.524720893,0.475279107
Vermont,Benson,Donald Trump,REP,305,TRUE,0.541740675,0.541740675
Vermont,St. Albans,Joe Biden,DEM,1982,TRUE,0.676912568,0.323087432
Vermont,St. Albans Town,Joe Biden,DEM,2126,TRUE,0.57724681,0.42275319
Vermont,St. George,Joe Biden,DEM,310,TRUE,0.702947846,0.297052154
Vermont,St. Johnsbury,Joe Biden,DEM,2034,TRUE,0.625461255,0.374538745
Vermont,Salisbury,Joe Biden,DEM,393,TRUE,0.603686636,0.396313364
Vermont,Sandgate,Joe Biden,DEM,147,TRUE,0.604938272,0.395061728
Vermont,Searsburg,Donald Trump,REP,36,TRUE,0.5625,0.5625
Vermont,Shaftsbury,Joe Biden,DEM,1346,TRUE,0.621996303,0.378003697
Vermont,Sharon,Joe Biden,DEM,585,TRUE,0.677867903,0.322132097
Vermont,Sheffield,Joe Biden,DEM,197,TRUE,0.547222222,0.452777778
Vermont,Berkshire,Donald Trump,REP,402,TRUE,0.586005831,0.586005831
Vermont,Shelburne,Joe Biden,DEM,4358,TRUE,0.8205611,0.1794389
Vermont,Sheldon,Donald Trump,REP,532,TRUE,0.550155119,0.550155119
Vermont,Killington,Joe Biden,DEM,560,TRUE,0.687116564,0.312883436
Vermont,Shoreham,Joe Biden,DEM,445,TRUE,0.628531073,0.371468927
Vermont,Shrewsbury,Joe Biden,DEM,395,TRUE,0.595776772,0.404223228
Vermont,South Burlington,Joe Biden,DEM,10057,TRUE,0.815785204,0.184214796
Vermont,South Hero,Joe Biden,DEM,903,TRUE,0.706020328,0.293979672
Vermont,Springfield,Joe Biden,DEM,2583,TRUE,0.593656631,0.406343369
Vermont,Stamford,Donald Trump,REP,267,TRUE,0.512476008,0.512476008
Vermont,Stannard,Joe Biden,DEM,82,TRUE,0.745454545,0.254545455
Vermont,Berlin,Joe Biden,DEM,960,TRUE,0.648648649,0.351351351
Vermont,Starksboro,Joe Biden,DEM,636,TRUE,0.656346749,0.343653251
Vermont,Stockbridge,Joe Biden,DEM,341,TRUE,0.734913793,0.265086207
Vermont,Stowe,Joe Biden,DEM,2706,TRUE,0.818759455,0.181240545
Vermont,Strafford,Joe Biden,DEM,656,TRUE,0.84754522,0.15245478
Vermont,Stratton,Joe Biden,DEM,119,TRUE,0.639784946,0.360215054
Vermont,Sudbury,Joe Biden,DEM,252,TRUE,0.663157895,0.336842105
Vermont,Sunderland,Joe Biden,DEM,386,TRUE,0.616613419,0.383386581
Vermont,Sutton,Donald Trump,REP,275,TRUE,0.528846154,0.528846154
Vermont,Swanton,Joe Biden,DEM,1566,TRUE,0.503213368,0.496786632
Vermont,Thetford,Joe Biden,DEM,1448,TRUE,0.779752289,0.220247711
Vermont,Bethel,Joe Biden,DEM,728,TRUE,0.65644725,0.34355275
Vermont,Addison,Joe Biden,DEM,445,TRUE,0.540048544,0.459951456
Vermont,Tinmouth,Joe Biden,DEM,170,TRUE,0.510510511,0.489489489
Vermont,Topsham,Donald Trump,REP,356,TRUE,0.565977742,0.565977742
Vermont,Townshend,Joe Biden,DEM,553,TRUE,0.74327957,0.25672043
Vermont,Troy,Donald Trump,REP,394,TRUE,0.515706806,0.515706806
Vermont,Tunbridge,Joe Biden,DEM,514,TRUE,0.620772947,0.379227053
Vermont,Underhill,Joe Biden,DEM,1633,TRUE,0.756368689,0.243631311
Vermont,Vergennes,Joe Biden,DEM,1016,TRUE,0.703601108,0.296398892
Vermont,Vernon,Joe Biden,DEM,718,TRUE,0.566692976,0.433307024
Vermont,Vershire,Joe Biden,DEM,264,TRUE,0.663316583,0.336683417
Vermont,Victory,Donald Trump,REP,36,TRUE,0.679245283,0.679245283
Vermont,Bloomfield,Donald Trump,REP,73,TRUE,0.5703125,0.5703125
Vermont,Waitsfield,Joe Biden,DEM,1023,TRUE,0.836467702,0.163532298
Vermont,Walden,Joe Biden,DEM,351,TRUE,0.629032258,0.370967742
Vermont,Wallingford,Joe Biden,DEM,703,TRUE,0.555292259,0.444707741
Vermont,Waltham,Joe Biden,DEM,216,TRUE,0.679245283,0.320754717
Vermont,Wardsboro,Joe Biden,DEM,325,TRUE,0.671487603,0.328512397
Vermont,Warren,Joe Biden,DEM,1039,TRUE,0.853037767,0.146962233
Vermont,Washington,Joe Biden,DEM,306,TRUE,0.519524618,0.480475382
Vermont,Waterbury,Joe Biden,DEM,2778,TRUE,0.817299206,0.182700794
Vermont,Waterford,Joe Biden,DEM,421,TRUE,0.521039604,0.478960396
Vermont,Waterville,Joe Biden,DEM,227,TRUE,0.520642202,0.479357798
Vermont,Bolton,Joe Biden,DEM,537,TRUE,0.711258278,0.288741722
Vermont,Weathersfield,Joe Biden,DEM,1018,TRUE,0.584050488,0.415949512
Vermont,Wells,Donald Trump,REP,416,TRUE,0.569083447,0.569083447
Vermont,West Fairlee,Joe Biden,DEM,219,TRUE,0.636627907,0.363372093
Vermont,Westfield,Joe Biden,DEM,190,TRUE,0.56547619,0.43452381
Vermont,Westford,Joe Biden,DEM,964,TRUE,0.700072622,0.299927378
Vermont,West Haven,Joe Biden,DEM,78,TRUE,0.527027027,0.472972973
Vermont,Westminster,Joe Biden,DEM,1303,TRUE,0.752309469,0.247690531
Vermont,Westmore,Joe Biden,DEM,126,TRUE,0.552631579,0.447368421
Vermont,Weston,Joe Biden,DEM,332,TRUE,0.744394619,0.255605381
Vermont,West Rutland,Donald Trump,REP,613,TRUE,0.545859305,0.545859305
Vermont,Bradford,Joe Biden,DEM,893,TRUE,0.619278779,0.380721221
Vermont,West Windsor,Joe Biden,DEM,618,TRUE,0.755501222,0.244498778
Vermont,Weybridge,Joe Biden,DEM,517,TRUE,0.868907563,0.131092437
Vermont,Wheelock,Joe Biden,DEM,236,TRUE,0.541284404,0.458715596
Vermont,Whiting,Joe Biden,DEM,124,TRUE,0.596153846,0.403846154
Vermont,Whitingham,Joe Biden,DEM,397,TRUE,0.538670285,0.461329715
Vermont,Williamstown,Donald Trump,REP,923,TRUE,0.518248175,0.518248175
Vermont,Williston,Joe Biden,DEM,4961,TRUE,0.744894895,0.255105105
Vermont,Wilmington,Joe Biden,DEM,789,TRUE,0.698230088,0.301769912
Vermont,Windham,Joe Biden,DEM,187,TRUE,0.692592593,0.307407407
Vermont,Windsor,Joe Biden,DEM,1266,TRUE,0.702163062,0.297836938
Vermont,Braintree,Joe Biden,DEM,434,TRUE,0.625360231,0.374639769
Vermont,Winhall,Joe Biden,DEM,473,TRUE,0.722137405,0.277862595
