state,county,candidate,party,total_votes,won,Vote_Share_Of_Each_Party,"Vote_Share_Scale_(0:Dem,1:Rep)"
Massachusetts,Beverly,Joe Biden,DEM,16703,TRUE,0.69863644,0.30136356
Massachusetts,Boxford,Joe Biden,DEM,3117,TRUE,0.578507795,0.421492205
Massachusetts,Danvers,Joe Biden,DEM,9833,TRUE,0.593851914,0.406148086
Massachusetts,Essex,Joe Biden,DEM,1650,TRUE,0.674570728,0.325429272
Massachusetts,Georgetown,Joe Biden,DEM,3051,TRUE,0.560948704,0.439051296
Massachusetts,Gloucester,Joe Biden,DEM,12138,TRUE,0.68448655,0.31551345
Massachusetts,Groveland,Joe Biden,DEM,2421,TRUE,0.550602684,0.449397316
Massachusetts,Hamilton,Joe Biden,DEM,3364,TRUE,0.697635836,0.302364164
Massachusetts,Haverhill,Joe Biden,DEM,19020,TRUE,0.60207021,0.39792979
Massachusetts,Ipswich,Joe Biden,DEM,6273,TRUE,0.668620763,0.331379237
Massachusetts,Lawrence,Joe Biden,DEM,17023,TRUE,0.745772365,0.254227635
Massachusetts,Lynn,Joe Biden,DEM,24662,TRUE,0.702881409,0.297118591
Massachusetts,Lynnfield,Joe Biden,DEM,4213,TRUE,0.51491078,0.48508922
Massachusetts,Manchester,Joe Biden,DEM,2712,TRUE,0.727858293,0.272141707
Massachusetts,Marblehead,Joe Biden,DEM,10128,TRUE,0.72769076,0.27230924
Massachusetts,Merrimac,Joe Biden,DEM,2549,TRUE,0.596396818,0.403603182
Massachusetts,Methuen,Joe Biden,DEM,14328,TRUE,0.562875663,0.437124337
Massachusetts,Middleton,Donald Trump,REP,2966,TRUE,0.517626527,0.517626527
Massachusetts,Nahant,Joe Biden,DEM,1629,TRUE,0.659247268,0.340752732
Massachusetts,Newbury,Joe Biden,DEM,3138,TRUE,0.641455437,0.358544563
Massachusetts,Newburyport,Joe Biden,DEM,9224,TRUE,0.739280276,0.260719724
Massachusetts,North Andover,Joe Biden,DEM,11022,TRUE,0.627319294,0.372680706
Massachusetts,Peabody,Joe Biden,DEM,16860,TRUE,0.570288188,0.429711812
Massachusetts,Rockport,Joe Biden,DEM,3861,TRUE,0.747242113,0.252757887
Massachusetts,Rowley,Joe Biden,DEM,2180,TRUE,0.528869481,0.471130519
Massachusetts,Salem,Joe Biden,DEM,18023,TRUE,0.768374829,0.231625171
Massachusetts,Salisbury,Joe Biden,DEM,2845,TRUE,0.522785741,0.477214259
Massachusetts,Saugus,Joe Biden,DEM,8001,TRUE,0.514732373,0.485267627
Massachusetts,Swampscott,Joe Biden,DEM,6845,TRUE,0.728191489,0.271808511
Massachusetts,Topsfield,Joe Biden,DEM,2460,TRUE,0.605612999,0.394387001
Massachusetts,Wenham,Joe Biden,DEM,1761,TRUE,0.697149644,0.302850356
Massachusetts,West Newbury,Joe Biden,DEM,2111,TRUE,0.665510719,0.334489281
Massachusetts,Ashfield,Joe Biden,DEM,993,TRUE,0.846547315,0.153452685
Massachusetts,Bernardston,Joe Biden,DEM,916,TRUE,0.684092606,0.315907394
Massachusetts,Buckland,Joe Biden,DEM,889,TRUE,0.768366465,0.231633535
Massachusetts,Charlemont,Joe Biden,DEM,492,TRUE,0.676753783,0.323246217
Massachusetts,Colrain,Joe Biden,DEM,667,TRUE,0.685508736,0.314491264
Massachusetts,Conway,Joe Biden,DEM,989,TRUE,0.780584057,0.219415943
Massachusetts,Deerfield,Joe Biden,DEM,2425,TRUE,0.742953431,0.257046569
Massachusetts,Erving,Joe Biden,DEM,550,TRUE,0.607734807,0.392265193
Massachusetts,Gill,Joe Biden,DEM,679,TRUE,0.708768267,0.291231733
Massachusetts,Greenfield,Joe Biden,DEM,6883,TRUE,0.752404897,0.247595103
Massachusetts,Hawley,Joe Biden,DEM,155,TRUE,0.688888889,0.311111111
Massachusetts,Heath,Joe Biden,DEM,294,TRUE,0.650442478,0.349557522
Massachusetts,Leverett,Joe Biden,DEM,1193,TRUE,0.87979351,0.12020649
Massachusetts,Leyden,Joe Biden,DEM,330,TRUE,0.680412371,0.319587629
Massachusetts,Monroe,Donald Trump,REP,31,TRUE,0.525423729,0.525423729
Massachusetts,Montague,Joe Biden,DEM,3520,TRUE,0.744028747,0.255971253
Massachusetts,New Salem,Joe Biden,DEM,419,TRUE,0.638719512,0.361280488
Massachusetts,Northfield,Joe Biden,DEM,1211,TRUE,0.671658347,0.328341653
Massachusetts,Orange,Joe Biden,DEM,1984,TRUE,0.538691284,0.461308716
Massachusetts,Rowe,Joe Biden,DEM,152,TRUE,0.573584906,0.426415094
Massachusetts,Shelburne,Joe Biden,DEM,927,TRUE,0.816021127,0.183978873
Massachusetts,Shutesbury,Joe Biden,DEM,1154,TRUE,0.889060092,0.110939908
Massachusetts,Sunderland,Joe Biden,DEM,1605,TRUE,0.802901451,0.197098549
Massachusetts,Warwick,Joe Biden,DEM,343,TRUE,0.681908549,0.318091451
Massachusetts,Wendell,Joe Biden,DEM,487,TRUE,0.822635135,0.177364865
Massachusetts,Whately,Joe Biden,DEM,745,TRUE,0.691736305,0.308263695
